block_number,timestamp
16117841,1670234099
16117829,1670233955
16117817,1670233811
16117805,1670233667
16117793,1670233523
16117781,1670233379
16117769,1670233235
16117758,1670233091
16117746,1670232947
16117734,1670232803
16117722,1670232659
16117710,1670232515
16117698,1670232371
16117686,1670232227
16117674,1670232083
16117662,1670231939
16117650,1670231795
16117639,1670231651
16117627,1670231507
16117615,1670231363
16117603,1670231219
16117591,1670231075
16117579,1670230931
16117567,1670230787
16117555,1670230643
16117543,1670230499
16117531,1670230355
16117519,1670230211
16117507,1670230067
16117495,1670229923
16117483,1670229779
16117471,1670229635
16117459,1670229491
16117447,1670229347
16117436,1670229215
16117424,1670229071
16117413,1670228939
16117401,1670228795
16117390,1670228663
16117378,1670228519
16117366,1670228375
16117353,1670228219
16117341,1670228075
16117329,1670227931
16117316,1670227775
16117304,1670227631
16117292,1670227487
16117280,1670227343
16117268,1670227199
16117256,1670227055
16117244,1670226911
16117232,1670226767
16117220,1670226623
16117209,1670226491
16117197,1670226347
16117185,1670226203
16117173,1670226059
16117161,1670225915
16117149,1670225771
16117138,1670225639
16117126,1670225495
16117114,1670225351
16117102,1670225207
16117090,1670225063
16117078,1670224919
16117066,1670224775
16117054,1670224631
16117043,1670224499
16117031,1670224355
16117019,1670224211
16117007,1670224067
15100236,1657260784
15100186,1657259973
15100181,1657259892
15100157,1657259598
15099938,1657256607
15099846,1657255364
15099805,1657254644
15099259,1657247538
15099209,1657246813
15099061,1657244907
15097331,1657222557
15096667,1657213491
15096276,1657208113
15096100,1657206011
15096077,1657205569
15096050,1657205201
15095709,1657200373
15095524,1657197838
15095523,1657197825
15095430,1657196744
15095357,1657195780
15095243,1657194081
15095149,1657192456
15095124,1657192103
15094999,1657190436
15094955,1657189806
15094757,1657187291
15094741,1657187078
15094673,1657186210
15094673,1657186210
15094559,1657184813
15094557,1657184750
15094524,1657184366
15094447,1657183354
15094444,1657183341
15094396,1657182855
15094146,1657179807
15094143,1657179762
15094141,1657179728
15094134,1657179665
15094134,1657179665
15094125,1657179540
15094112,1657179412
15094044,1657178583
15093988,1657177728
15093955,1657177332
15093772,1657174918
15093700,1657174250
15093700,1657174250
15093700,1657174250
15093700,1657174250
15093700,1657174250
15093564,1657172194
15093558,1657172110
15093534,1657171803
15091867,1657149009
15091796,1657148022
15091701,1657146782
15091609,1657145593
15091508,1657144162
15091231,1657140666
15091199,1657140233
15091189,1657140081
15091188,1657140072
15091176,1657139920
15091090,1657138945
15090790,1657135175
15090448,1657130597
15090338,1657129182
15090311,1657128874
15089932,1657123848
15089894,1657123340
15089894,1657123340
15089893,1657123290
15089892,1657123277
15089879,1657123151
15089416,1657116892
15089416,1657116892
15089125,1657113177
15089081,1657112540
15088987,1657111211
15088937,1657110699
15088908,1657110394
15088774,1657108562
15088774,1657108562
15088749,1657108073
15088726,1657107835
15088541,1657105275
15088527,1657105087
15088498,1657104668
15088367,1657103070
15088306,1657102260
15088277,1657101958
15088190,1657100752
15088178,1657100648
15088178,1657100648
15088156,1657100352
15088128,1657099946
15088063,1657099067
15088056,1657098965
16149070,1670612147
16149058,1670612003
16149046,1670611859
16149033,1670611703
16149021,1670611559
16149009,1670611415
16148998,1670611283
16148986,1670611139
16148974,1670610995
16148962,1670610851
16148950,1670610707
16148938,1670610563
16148926,1670610419
16148914,1670610275
16148903,1670610143
16148891,1670609999
16148879,1670609855
16148867,1670609711
16148855,1670609567
16148843,1670609423
16148831,1670609279
16148819,1670609135
16148807,1670608991
16148796,1670608859
16148784,1670608715
16148772,1670608571
16148760,1670608427
16148748,1670608283
16148736,1670608139
16148724,1670607995
16148712,1670607851
16148700,1670607707
16148688,1670607563
16148677,1670607419
16148665,1670607275
16148653,1670607131
16148641,1670606987
16148629,1670606843
16148617,1670606699
16148605,1670606555
16148593,1670606411
16148581,1670606267
16148569,1670606123
16148558,1670605979
16148546,1670605835
16148534,1670605691
16148522,1670605547
16148510,1670605403
16148498,1670605259
16148486,1670605115
16148474,1670604971
16148463,1670604839
16148452,1670604695
16148440,1670604551
16148428,1670604407
16148416,1670604263
16148404,1670604119
16148392,1670603975
16148380,1670603831
16148368,1670603687
16148356,1670603543
16148344,1670603399
16148332,1670603255
16148320,1670603111
16148308,1670602967
16148296,1670602823
16148284,1670602679
16148272,1670602535
16148260,1670602391
16148248,1670602247
16148236,1670602103
16148224,1670601959
16148212,1670601815
16148200,1670601671
16148188,1670601527
16148176,1670601383
16148164,1670601239
16148152,1670601095
16148140,1670600951
16148128,1670600807
16148117,1670600663
16148105,1670600519
16148093,1670600375
16148081,1670600231
16148069,1670600087
16148057,1670599943
16148045,1670599799
16148033,1670599655
16148021,1670599511
16148009,1670599367
16147997,1670599223
16147985,1670599079
16147974,1670598947
16147962,1670598803
16147950,1670598659
16147938,1670598515
16147926,1670598371
16147914,1670598227
16147902,1670598083
16147890,1670597939
16169319,1670856455
16169307,1670856311
16169295,1670856167
16169283,1670856023
16169271,1670855879
16169259,1670855735
16169247,1670855591
16169235,1670855447
16169223,1670855303
16169211,1670855159
16169199,1670855015
16169187,1670854871
16169175,1670854727
16169163,1670854583
16169152,1670854451
16169140,1670854307
16169128,1670854163
16169116,1670854019
16169104,1670853875
16169092,1670853731
16169080,1670853587
16169068,1670853443
16169056,1670853299
16169045,1670853155
16169033,1670853011
16169021,1670852867
16169009,1670852723
16168997,1670852579
16168985,1670852435
16168973,1670852291
16168961,1670852147
16168949,1670852003
16168939,1670851871
16168927,1670851727
16168915,1670851583
16168903,1670851439
16168891,1670851295
16168880,1670851151
16168868,1670851007
16168856,1670850863
16168845,1670850731
16168833,1670850587
16168821,1670850443
16168809,1670850299
16168797,1670850155
16168785,1670850011
16168773,1670849867
16168761,1670849723
16168750,1670849591
16168738,1670849447
16168726,1670849303
16168714,1670849159
16168702,1670849015
16168690,1670848871
16168678,1670848727
16168666,1670848583
16168654,1670848439
16168642,1670848295
16168630,1670848151
16168618,1670848007
16168606,1670847863
16168594,1670847719
16168582,1670847575
16168570,1670847431
16168559,1670847287
16168547,1670847143
16168535,1670846999
16168524,1670846867
16168512,1670846723
16168500,1670846579
16168488,1670846435
16168476,1670846291
16168464,1670846147
16168451,1670845991
16168439,1670845847
16168427,1670845703
16168415,1670845559
16168404,1670845427
16168392,1670845283
16168380,1670845139
16168368,1670844995
16168357,1670844851
16168345,1670844707
16168333,1670844563
16168322,1670844431
16168310,1670844287
16168298,1670844143
16168286,1670843999
16168275,1670843855
16168263,1670843711
16168251,1670843567
16168240,1670843435
16168228,1670843291
16168217,1670843159
16168205,1670843015
16168193,1670842871
16168181,1670842727
16168169,1670842583
16168157,1670842439
16168145,1670842295
14954077,1655094846
14954060,1655094639
14954060,1655094639
14953987,1655093522
14953901,1655092399
14953886,1655092176
14953878,1655092049
14953878,1655092049
14953851,1655091617
14953814,1655091018
14953738,1655089789
14953697,1655089191
14953673,1655088905
14953561,1655087347
14953376,1655084582
14952442,1655070508
14951849,1655061344
14951298,1655053752
14951039,1655049728
14951038,1655049712
14951008,1655049248
14950937,1655048228
14950893,1655047633
14950884,1655047551
14950792,1655046209
14950752,1655045455
14950747,1655045423
14950742,1655045337
14950626,1655043792
14949872,1655032992
14949859,1655032642
14949847,1655032450
14949839,1655032277
14949827,1655032111
14949812,1655031936
14949788,1655031638
14949758,1655031252
14949704,1655030520
14949689,1655030236
14949666,1655029901
14949648,1655029687
14949533,1655027953
14949524,1655027836
14949410,1655026043
14949400,1655025895
14949390,1655025743
14949366,1655025466
14949360,1655025339
14949341,1655024902
14949317,1655024621
14949294,1655024225
14949285,1655024072
14949281,1655024017
14949272,1655023832
14949252,1655023511
14949219,1655023131
14949166,1655022400
14949124,1655021801
14949092,1655021409
14949069,1655021122
14949051,1655020802
14948918,1655018411
14948447,1655011488
14948037,1655005840
14947383,1654995918
14947254,1654993899
14946445,1654982014
14946318,1654980149
14946193,1654978597
14945969,1654975321
14945685,1654971388
14945398,1654967006
14945378,1654966592
14945378,1654966592
14945362,1654966398
14945284,1654965209
14945159,1654963376
14945139,1654963077
14945118,1654962775
14945096,1654962406
14944971,1654960578
14944959,1654960463
14944958,1654960430
14944764,1654957549
14944735,1654957163
14944706,1654956857
14944692,1654956695
14944692,1654956695
14944117,1654948390
14943580,1654940599
14943307,1654936457
14943227,1654935394
14943072,1654932918
14942979,1654931691
14942968,1654931357
14942937,1654930995
14942901,1654930279
14942876,1654929983
14942861,1654929809
14942833,1654929463
15209720,1658725902
15209680,1658725489
15209516,1658723066
15209497,1658722778
15209439,1658722056
15209439,1658722056
15209439,1658722056
15209439,1658722056
15209398,1658721515
15209384,1658721275
15209354,1658720867
15209338,1658720527
15209311,1658720063
15209285,1658719660
15209265,1658719330
15209130,1658717218
15209090,1658716726
15209072,1658716377
15209069,1658716336
15209066,1658716298
15209062,1658716249
15209061,1658716246
15209060,1658716228
15209060,1658716228
15209058,1658716206
15209053,1658716145
15209043,1658716018
15209011,1658715518
15208940,1658714743
15208910,1658714324
15208889,1658714016
15208691,1658711217
15208619,1658710175
15208114,1658703179
15207714,1658697945
15207681,1658697555
15207581,1658696203
15207404,1658693734
15207381,1658693399
15207149,1658690502
15206788,1658685698
15206742,1658685125
15206742,1658685125
15206603,1658683172
15206242,1658678134
15205809,1658672512
15205742,1658671721
15205714,1658671334
15205686,1658670905
15205663,1658670647
15205661,1658670616
15205643,1658670277
15205599,1658669803
15205562,1658669279
15205512,1658668502
15205487,1658668198
15205301,1658665587
15205279,1658665368
15205279,1658665368
15205223,1658664601
15205146,1658663492
15205076,1658662474
15205010,1658661566
15204962,1658660879
15204935,1658660525
15204933,1658660488
15204931,1658660463
15204928,1658660405
15204928,1658660405
15204927,1658660384
15204926,1658660368
15204921,1658660320
15204920,1658660312
15204918,1658660284
15204909,1658660240
15204906,1658660197
15204906,1658660197
15204785,1658658564
15204744,1658658046
15204730,1658657861
15204722,1658657752
15204695,1658657354
15204674,1658657152
15204662,1658656944
15204643,1658656549
15204601,1658656148
15204589,1658655899
15204586,1658655846
15204546,1658655418
15204541,1658655351
15204540,1658655345
15204521,1658655141
15204493,1658654725
15204484,1658654622
15204463,1658654359
15204462,1658654331
15204453,1658654254
15204426,1658653934
15204426,1658653934
15204422,1658653850
14827100,1653274749
14827042,1653273879
14827016,1653273591
14826823,1653270723
14826664,1653268366
14825628,1653253738
14825504,1653252320
14825475,1653251857
14825407,1653250886
14825371,1653250282
14825083,1653246135
14824816,1653242665
14824699,1653240915
14824666,1653240531
14824645,1653240229
14824545,1653238691
14824425,1653236988
14824401,1653236682
14824336,1653235742
14824246,1653234505
14824214,1653234098
14824184,1653233698
14824154,1653233297
14824021,1653231526
14823977,1653231004
14823943,1653230527
14823930,1653230277
14823780,1653227959
14823498,1653224149
14823440,1653223123
14823317,1653221643
14823233,1653220513
14823136,1653219239
14823136,1653219239
14823128,1653219084
14823082,1653218537
14823081,1653218498
14822936,1653216506
14822884,1653215635
14822832,1653215007
14822736,1653213619
14822693,1653213081
14822674,1653212813
14822593,1653211779
14822579,1653211628
14822522,1653210740
14822460,1653209754
14822389,1653208721
14822348,1653208215
14822330,1653207970
14822250,1653206446
14822200,1653205755
14822124,1653204856
14822109,1653204557
14821974,1653202705
14821939,1653202213
14821886,1653201166
14821881,1653201118
14821849,1653200703
14821814,1653200089
14821755,1653199229
14821717,1653198619
14821698,1653198320
14821642,1653197514
14821484,1653195109
14821263,1653191968
14821125,1653190077
14819680,1653170006
14819680,1653170006
14819471,1653166761
14819469,1653166716
14818951,1653159549
14818798,1653157483
14818629,1653154854
14818587,1653154244
14818477,1653152947
14818347,1653150925
14818138,1653148423
14818135,1653148394
14817968,1653146140
14817821,1653143782
14817673,1653141785
14817667,1653141670
14817570,1653140366
14817534,1653139920
14817440,1653138648
14817361,1653137461
14817290,1653136237
14817205,1653135091
14817106,1653133831
14817055,1653133232
14817012,1653132657
14817001,1653132525
14816981,1653132308
14816866,1653130811
14816831,1653130417
14816770,1653129612
14816621,1653127495
14816455,1653125228
14816433,1653124902
14016875,1642340672
14016821,1642340059
14016602,1642337144
14016534,1642336341
14016458,1642335222
14016446,1642335129
14016438,1642335013
14016389,1642334342
14016340,1642333563
14016177,1642331619
14016138,1642331180
14016133,1642331113
14016088,1642330529
14016034,1642329806
14015921,1642328184
14015910,1642328022
14015894,1642327799
14015876,1642327502
14015727,1642325389
14015647,1642324180
14015605,1642323775
14015566,1642323188
14015449,1642321695
14015344,1642320307
14015311,1642319868
14015276,1642319360
14015261,1642319199
14015260,1642319189
14015242,1642318953
14015189,1642318264
14015160,1642317950
14015108,1642317242
14014949,1642315349
14014898,1642314642
14014868,1642314211
14014836,1642313845
14014828,1642313791
14014713,1642312391
14014677,1642311879
14014674,1642311845
14014669,1642311810
14014585,1642310708
14014533,1642310003
14014417,1642308301
14014382,1642307790
14014368,1642307619
14014361,1642307477
14014345,1642307207
14014345,1642307207
14014178,1642304984
14014148,1642304593
14014086,1642303873
14014031,1642302962
14013993,1642302381
14013949,1642301878
14013575,1642296773
14013347,1642293339
14013144,1642290512
14013072,1642289604
14013057,1642289419
14013034,1642289020
14012740,1642284995
14012186,1642278322
14012013,1642276050
14011995,1642275918
14011967,1642275513
14011961,1642275448
14011937,1642275071
14011921,1642274943
14011831,1642273737
14011802,1642273432
14011767,1642273039
14011725,1642272424
14011640,1642271329
14011634,1642271280
14011582,1642270446
14011572,1642270326
14011572,1642270326
14011554,1642270087
14011554,1642270087
14011539,1642269866
14011477,1642268860
14011446,1642268416
14011417,1642268033
14011415,1642268015
14011393,1642267807
14011385,1642267693
14011383,1642267686
14011371,1642267568
14011286,1642266540
14011286,1642266540
14011282,1642266508
14011273,1642266386
14011246,1642266101
14011218,1642265794
14011193,1642265493
14011179,1642265288
14011163,1642264996
14011155,1642264848
14011155,1642264848
14470976,1648420998
14470853,1648419130
14470307,1648411492
14469141,1648395497
14463671,1648322484
14463215,1648316033
14462592,1648307816
14461080,1648287463
14460669,1648281859
14460469,1648278926
14458799,1648256859
14457610,1648240850
14457421,1648238253
14455624,1648213846
14453428,1648184332
14453376,1648183652
14453036,1648179241
14452597,1648172917
14450367,1648143493
14450073,1648139480
14449365,1648130096
14448610,1648120203
14446277,1648088438
14446196,1648087567
14446171,1648087071
14446161,1648086946
14445686,1648080478
14445537,1648078130
14444707,1648067075
14443781,1648054787
14443472,1648050758
14441946,1648030548
14441921,1648030262
14439789,1648000985
14439672,1647999394
14439552,1647997950
14439552,1647997950
14439492,1647997300
14438882,1647988949
14438858,1647988650
14437130,1647965951
14436891,1647963028
14436775,1647961318
14434383,1647928850
14434318,1647928113
14434045,1647924359
14433877,1647922109
14433810,1647921118
14431814,1647894291
14431149,1647885041
14429941,1647869022
14429704,1647865658
14429299,1647860577
14429083,1647857471
14429000,1647856419
14428482,1647849270
14426481,1647822205
14426148,1647818021
14425591,1647810474
14424688,1647798603
14424355,1647794149
14423805,1647786568
14423497,1647782427
14422985,1647775698
14422984,1647775686
14422856,1647774001
14422811,1647773382
14422740,1647772456
14422536,1647769699
14421228,1647752392
14420289,1647739174
14417541,1647702273
14417407,1647700359
14415529,1647674807
14415457,1647673924
14415285,1647671731
14414556,1647662240
14413664,1647650276
14413662,1647650243
14413661,1647650231
14413658,1647650208
14413657,1647650200
14413651,1647650117
14413650,1647650106
14413648,1647650097
14413647,1647650080
14413646,1647650072
14413644,1647650064
14413643,1647650060
14413640,1647649996
14413639,1647649991
14413638,1647649970
14413636,1647649949
14413634,1647649935
14413633,1647649912
14413631,1647649899
14413630,1647649888
14413629,1647649843
14413626,1647649817
14413623,1647649787
16170506,1670870843
16170494,1670870699
16170482,1670870555
16170470,1670870411
16170458,1670870267
16170446,1670870123
16170434,1670869979
16170422,1670869835
16170411,1670869703
16170399,1670869559
16170387,1670869415
16170375,1670869271
16170363,1670869127
16170351,1670868983
16170339,1670868839
16170327,1670868695
16170315,1670868551
16170303,1670868407
16170292,1670868263
16170280,1670868119
16170268,1670867975
16170256,1670867831
16170244,1670867687
16170232,1670867543
16170220,1670867399
16170208,1670867255
16170196,1670867111
16170184,1670866967
16170172,1670866823
16170160,1670866679
16170148,1670866535
16170136,1670866391
16170124,1670866247
16170112,1670866103
16170100,1670865959
16170088,1670865815
16170076,1670865671
16170065,1670865539
16170053,1670865395
16170041,1670865251
16170029,1670865107
16170017,1670864963
16170005,1670864819
16169993,1670864675
16169981,1670864531
16169969,1670864387
16169958,1670864243
16169947,1670864111
16169935,1670863967
16169924,1670863823
16169912,1670863679
16169900,1670863535
16169889,1670863379
16169877,1670863235
16169865,1670863091
16169853,1670862947
16169840,1670862791
16169828,1670862647
16169816,1670862503
16169805,1670862359
16169793,1670862215
16169781,1670862071
16169769,1670861927
16169757,1670861783
16169745,1670861639
16169733,1670861495
16169721,1670861351
16169709,1670861207
16169697,1670861063
16169686,1670860919
16169673,1670860763
16169661,1670860619
16169649,1670860475
16169638,1670860343
16169627,1670860199
16169616,1670860055
16169604,1670859911
16169592,1670859767
16169580,1670859623
16169569,1670859479
16169557,1670859335
16169545,1670859191
16169533,1670859047
16169521,1670858903
16169509,1670858759
16169497,1670858615
16169485,1670858471
16169473,1670858327
16169461,1670858183
16169449,1670858039
16169437,1670857895
16169426,1670857763
16169414,1670857619
16169402,1670857475
16169391,1670857331
16169379,1670857187
16169367,1670857043
16169355,1670856899
16169343,1670856755
16169331,1670856611
14342531,1646693657
14342517,1646693504
14342275,1646690495
14341169,1646675602
14339075,1646647785
14338177,1646635027
14338136,1646634542
14337770,1646629580
14337672,1646628381
14336771,1646616492
14336652,1646614943
14336632,1646614614
14336531,1646613104
14336450,1646612057
14336389,1646611023
14336319,1646610100
14336242,1646609183
14336209,1646608678
14336094,1646607170
14336074,1646606892
14335974,1646605655
14335923,1646604945
14335896,1646604620
14335785,1646603155
14335271,1646595923
14335249,1646595615
14334835,1646590157
14334340,1646583289
14333828,1646576289
14333067,1646566388
14332995,1646565348
14332937,1646564528
14332915,1646564325
14332858,1646563393
14332788,1646562421
14331294,1646542273
14329092,1646512681
14328898,1646510030
14328274,1646501978
14328046,1646499177
14327858,1646496458
14327302,1646489228
14327039,1646485666
14326877,1646483687
14326542,1646478712
14326375,1646476662
14326172,1646474095
14326127,1646473552
14325877,1646470222
14325524,1646465185
14325348,1646462788
14323501,1646437085
14321723,1646412963
14321023,1646404179
14318188,1646366608
14318159,1646366250
14317999,1646363959
14317971,1646363550
14313724,1646306463
14313698,1646306191
14313528,1646303936
14313416,1646302339
14313135,1646298574
14311804,1646280879
14311633,1646278509
14311544,1646277462
14310753,1646266851
14310692,1646266015
14310383,1646261523
14310238,1646259606
14309948,1646255247
14309948,1646255247
14309651,1646251307
14309616,1646250819
14309165,1646244658
14307690,1646225274
14307507,1646223167
14307326,1646220808
14306890,1646215040
14306146,1646204768
14303047,1646163585
14302832,1646160654
14301583,1646143709
14301583,1646143709
14301163,1646138236
14300708,1646132252
14300451,1646128873
14300428,1646128584
14300353,1646127583
14300236,1646126166
14299882,1646121788
14298798,1646106854
14298794,1646106818
14298375,1646100998
14298350,1646100606
14295980,1646069324
14295244,1646059402
14295191,1646058743
14294847,1646054018
14289670,1645984300
16153836,1670669675
16153824,1670669531
16153812,1670669387
16153800,1670669243
16153788,1670669099
16153777,1670668967
16153765,1670668823
16153753,1670668679
16153741,1670668535
16153729,1670668391
16153717,1670668247
16153705,1670668103
16153693,1670667959
16153681,1670667815
16153669,1670667671
16153657,1670667527
16153645,1670667383
16153633,1670667239
16153621,1670667095
16153609,1670666951
16153597,1670666807
16153585,1670666663
16153573,1670666519
16153561,1670666375
16153550,1670666231
16153538,1670666087
16153526,1670665943
16153514,1670665799
16153502,1670665655
16153490,1670665511
16153478,1670665367
16153466,1670665223
16153454,1670665079
16153442,1670664935
16153430,1670664791
16153418,1670664647
16153406,1670664503
16153394,1670664359
16153382,1670664215
16153370,1670664071
16153358,1670663927
16153346,1670663783
16153334,1670663639
16153322,1670663495
16153310,1670663351
16153299,1670663219
16153287,1670663075
16153274,1670662919
16153263,1670662775
16153251,1670662631
16153239,1670662487
16153227,1670662343
16153215,1670662199
16153203,1670662055
16153191,1670661911
16153179,1670661767
16153167,1670661623
16153156,1670661491
16153144,1670661347
16153132,1670661203
16153120,1670661059
16153108,1670660915
16153096,1670660771
16153084,1670660627
16153072,1670660483
16153060,1670660327
16153048,1670660183
16153036,1670660039
16153024,1670659895
16153012,1670659751
16153000,1670659607
16152988,1670659463
16152976,1670659319
16152964,1670659175
16152952,1670659031
16152940,1670658887
16152928,1670658743
16152916,1670658599
16152904,1670658455
16152892,1670658311
16152881,1670658167
16152869,1670658023
16152856,1670657867
16152844,1670657723
16152832,1670657579
16152820,1670657435
16152808,1670657279
16152796,1670657135
16152783,1670656979
16152771,1670656835
16152759,1670656691
16152746,1670656535
16152734,1670656391
16152722,1670656247
16152710,1670656103
16152698,1670655959
16152686,1670655815
16152674,1670655671
16152662,1670655527
16152650,1670655383
15018574,1656078618
15018483,1656077161
15018482,1656077124
15018453,1656076645
15018236,1656073050
15017779,1656065581
15017755,1656065238
15017622,1656062804
15017459,1656060246
15017430,1656059786
15017321,1656058150
15017313,1656058013
15017173,1656055651
15017063,1656053880
15016944,1656052168
15016924,1656051853
15016904,1656051426
15016774,1656049353
15016618,1656046873
15016617,1656046835
15016474,1656044204
15016423,1656043301
15016124,1656038551
15015985,1656036289
15015845,1656034140
15015724,1656032239
15015382,1656026471
15015245,1656024591
15014816,1656018013
15014716,1656016392
15014598,1656014389
15014468,1656011989
15013446,1655995436
15013414,1655994879
15013292,1655992749
15013129,1655990089
15013114,1655989869
15012975,1655987838
15012945,1655987254
15012899,1655986569
15012895,1655986427
15012839,1655985461
15012580,1655981573
15012550,1655981031
15012493,1655980351
15012433,1655979310
15012385,1655978413
15012347,1655977802
15012274,1655976538
15012271,1655976517
15012128,1655974289
15012050,1655972697
15012032,1655972382
15011969,1655971406
15011849,1655969679
15011414,1655962469
15011281,1655960440
15010697,1655950727
15010064,1655940164
15009958,1655938551
15009958,1655938551
15009851,1655936824
15009835,1655936533
15009609,1655932874
15009608,1655932839
15009465,1655930574
15009443,1655930116
15008837,1655920523
15007820,1655904104
15007549,1655899691
15007000,1655890816
15006980,1655890445
15006968,1655890073
15006910,1655889048
15006910,1655889048
15006721,1655885928
15006720,1655885906
15006719,1655885902
15006717,1655885855
15006597,1655884025
15006260,1655878980
15006006,1655875081
15005976,1655874593
15005813,1655871966
15005661,1655869224
15005493,1655866522
15005097,1655860248
15004959,1655858146
15004522,1655850209
15004471,1655849410
15004466,1655849344
15004452,1655849104
15004421,1655848694
15004307,1655847000
15003825,1655839555
15003771,1655838698
15003654,1655836682
15003546,1655834915
15003409,1655832772
15003222,1655829720
15192694,1658497419
15192671,1658497089
15192655,1658496818
15192610,1658496227
15192608,1658496217
15192584,1658495954
15192470,1658494399
15192456,1658494303
15192437,1658493989
15192379,1658493103
15192330,1658492393
15192321,1658492270
15192315,1658492171
15192227,1658491075
15192226,1658491064
15192117,1658489560
15192108,1658489503
15192039,1658488675
15191740,1658484664
15191718,1658484332
15191693,1658484051
15191672,1658483757
15191459,1658481022
15191431,1658480707
15191397,1658480189
15191368,1658479814
15191251,1658478267
15191118,1658476402
15191004,1658474712
15190888,1658473005
15190856,1658472499
15190829,1658472086
15190759,1658471100
15190698,1658470190
15190153,1658462581
15190087,1658461687
15189993,1658460201
15189742,1658457122
15189695,1658456570
15189553,1658454713
15189494,1658453747
15189412,1658452453
15189374,1658451848
15189371,1658451795
15189277,1658450588
15189257,1658450287
15189180,1658449266
15188867,1658445069
15188665,1658442357
15188610,1658441634
15188544,1658440778
15188543,1658440746
15188434,1658439507
15188235,1658436814
15187565,1658428271
15187441,1658426783
15187319,1658425165
15187319,1658425165
15187213,1658423698
15187195,1658423515
15187118,1658422714
15187057,1658421813
15186764,1658418059
15186691,1658417004
15186598,1658415877
15186525,1658414848
15186254,1658411474
15186156,1658410007
15186155,1658410000
15186128,1658409638
15186067,1658408894
15186053,1658408670
15186001,1658408044
15185985,1658407731
15185962,1658407266
15185831,1658405679
15185724,1658404313
15185648,1658403332
15185639,1658403143
15185638,1658403129
15185635,1658403068
15185634,1658403064
15185632,1658403034
15185620,1658402871
15185428,1658400091
15185408,1658399782
15185371,1658399261
15185350,1658398953
15185186,1658396769
15185018,1658394444
15184905,1658392856
15184874,1658392298
15184825,1658391655
15184803,1658391334
15184719,1658390331
15184687,1658389935
15184640,1658389311
15184620,1658389118
15184506,1658387360
15184479,1658387121
16100356,1670023103
16100344,1670022959
16100332,1670022815
16100321,1670022683
16100309,1670022539
16100297,1670022395
16100285,1670022251
16100273,1670022107
16100261,1670021963
16100249,1670021819
16100237,1670021675
16100225,1670021531
16100213,1670021387
16100202,1670021255
16100190,1670021111
16100178,1670020967
16100166,1670020823
16100154,1670020679
16100142,1670020535
16100130,1670020391
16100118,1670020247
16100106,1670020103
16100094,1670019959
16100082,1670019815
16100070,1670019671
16100058,1670019527
16100046,1670019383
16100034,1670019239
16100022,1670019095
16100010,1670018951
16099998,1670018807
16099987,1670018663
16099975,1670018519
16099963,1670018375
16099951,1670018231
16099939,1670018087
16099927,1670017943
16099915,1670017799
16099903,1670017655
16099891,1670017511
16099879,1670017367
16099867,1670017223
16099855,1670017079
16099843,1670016935
16099832,1670016791
16099820,1670016647
16099808,1670016503
16099796,1670016359
16099784,1670016215
16099773,1670016071
16099761,1670015927
16099750,1670015783
16099739,1670015651
